Date,Vendor,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,Vendor_Address,GIK_Per_Unit,Total_GIK
27/01/23,Everything Else,3301,Footwear,Sneakers,Brand A,Gently Used,10,NY,"1 Fictional St, Everything Else City, State 01",134.25,443159.25
27/01/23,Everything Else,3521,Footwear,Sneakers,Brand B,New,5,NY,"1 Fictional St, Everything Else City, State 01",88.46,311467.66
27/01/23,Company 3,2392,Footwear,Boots,Brand A,Gently Used,8,Chicago,"4 Fictional St, Company 3 City, State 04",33.01,78959.92
27/01/23,Company 2,1574,Footwear,Boots,Brand C,Worn,6,LA,"3 Fictional St, Company 2 City, State 03",27.12,42686.88
27/01/23,Company 14,1600,Apparel,Coats,Brand A,Gently Used,XL,Chicago,"15 Fictional St, Company 14 City, State 15",0.01,16
27/01/23,Everything Else,4948,Apparel,Coats,Brand C,Gently Used,XXL,LA,"1 Fictional St, Everything Else City, State 01",8.27,40919.96
27/01/23,Everything Else,3165,Footwear,Boots,Brand A,Gently Used,10,NY,"1 Fictional St, Everything Else City, State 01",4.15,13134.75
27/01/23,Company 3,3742,Footwear,Sneakers,Brand A,Gently Used,6,Nashville,"4 Fictional St, Company 3 City, State 04",40.21,150465.82
27/01/23,Everything Else,1506,Footwear,Sneakers,Generic,New,5,Nashville,"1 Fictional St, Everything Else City, State 01",1661.6,2502369.6
27/01/23,Everything Else,2326,Footwear,Boots,Brand A,New,7,Nashville,"1 Fictional St, Everything Else City, State 01",12.5,29075
27/01/23,Everything Else,1238,Apparel,Shirts,Generic,Gently Used,XXL,LA,"1 Fictional St, Everything Else City, State 01",4.65,5756.7
27/01/23,Company 11,2823,Footwear,Boots,Brand A,Gently Used,7,Chicago,"12 Fictional St, Company 11 City, State 12",2117.78,5978492.94
28/01/23,Company 4,2490,Apparel,Coats,Brand A,New,XL,Chicago,"5 Fictional St, Company 4 City, State 05",0.55,1369.5
28/01/23,Everything Else,5075,Footwear,Sneakers,Brand B,Worn,7,Atlanta,"1 Fictional St, Everything Else City, State 01",1.21,6140.75
28/01/23,Company 10,5021,Apparel,Coats,Brand A,Gently Used,L,LA,"11 Fictional St, Company 10 City, State 11",2.85,14309.85
28/01/23,Everything Else,3440,Footwear,Sneakers,Brand A,Gently Used,7,LA,"1 Fictional St, Everything Else City, State 01",154.66,532030.4
28/01/23,Everything Else,2891,Footwear,Sneakers,Generic,Worn,6,Nashville,"1 Fictional St, Everything Else City, State 01",786.27,2273106.57
28/01/23,Company 9,4702,Apparel,Coats,Brand C,Gently Used,M,Atlanta,"10 Fictional St, Company 9 City, State 10",0.01,47.02
28/01/23,Company 7,3260,Footwear,Sneakers,Brand B,Gently Used,9,Chicago,"8 Fictional St, Company 7 City, State 08",0.05,163
28/01/23,Company 2,4196,Footwear,Sneakers,Generic,New,8,NY,"3 Fictional St, Company 2 City, State 03",150.83,632882.68
28/01/23,Everything Else,1677,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,"1 Fictional St, Everything Else City, State 01",1.05,1760.85
28/01/23,Everything Else,7689,Footwear,Boots,Brand C,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",11.22,86270.58
28/01/23,Company 13,1488,Footwear,Sneakers,Brand A,Gently Used,9,Chicago,"14 Fictional St, Company 13 City, State 14",0.01,14.88
28/01/23,Company 8,2781,Footwear,Sneakers,Brand C,Worn,11,LA,"9 Fictional St, Company 8 City, State 09",396.96,1103945.76
28/01/23,Company 9,1730,Footwear,Sneakers,Generic,New,11,Chicago,"10 Fictional St, Company 9 City, State 10",0.22,380.6
28/01/23,Company 5,3550,Footwear,Boots,Brand C,New,7,NY,"6 Fictional St, Company 5 City, State 06",87.63,311086.5
28/01/23,Everything Else,4869,Footwear,Sneakers,Brand A,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",17.24,83941.56
28/01/23,Company 7,4858,Apparel,Shirts,Brand C,Gently Used,XXL,Atlanta,"8 Fictional St, Company 7 City, State 08",0.01,48.58
28/01/23,Company 15,1949,Apparel,Shirts,Brand C,New,XL,Nashville,"16 Fictional St, Company 15 City, State 16",0.43,838.07
28/01/23,Company 11,5936,Footwear,Sneakers,Brand A,Gently Used,9,NY,"12 Fictional St, Company 11 City, State 12",0.19,1127.84
28/01/23,Everything Else,2928,Footwear,Sneakers,Generic,Worn,8,Nashville,"1 Fictional St, Everything Else City, State 01",5.18,15167.04
28/01/23,Everything Else,2077,Footwear,Sneakers,Brand B,Gently Used,9,Nashville,"1 Fictional St, Everything Else City, State 01",29.87,62039.99
28/01/23,Company 4,3556,Footwear,Sneakers,Brand A,Gently Used,5,Atlanta,"5 Fictional St, Company 4 City, State 05",0.71,2524.76
28/01/23,Everything Else,2944,Footwear,Boots,Brand C,Gently Used,12,LA,"1 Fictional St, Everything Else City, State 01",10.94,32207.36
28/01/23,Company 11,5573,Apparel,Coats,Brand C,Gently Used,L,NY,"12 Fictional St, Company 11 City, State 12",4.68,26081.64
28/01/23,Everything Else,2933,Apparel,Shirts,Brand B,New,XXL,Atlanta,"1 Fictional St, Everything Else City, State 01",47.38,138965.54
29/01/23,Everything Else,1861,Footwear,Boots,Generic,Gently Used,12,Atlanta,"1 Fictional St, Everything Else City, State 01",1.92,3573.12
29/01/23,Everything Else,3953,Footwear,Sneakers,Brand A,Gently Used,5,NY,"1 Fictional St, Everything Else City, State 01",3.89,15377.17
29/01/23,Company 1,2670,Footwear,Boots,Brand C,Gently Used,5,Atlanta,"2 Fictional St, Company 1 City, State 02",0.87,2322.9
29/01/23,Everything Else,2268,Footwear,Sneakers,Brand B,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",77.55,175883.4
29/01/23,Everything Else,3977,Apparel,Shirts,Generic,Gently Used,XXL,Nashville,"1 Fictional St, Everything Else City, State 01",19.02,75642.54
29/01/23,Company 11,1256,Footwear,Sneakers,Generic,New,6,NY,"12 Fictional St, Company 11 City, State 12",29.74,37353.44
29/01/23,Company 5,4201,Apparel,Coats,Brand C,Gently Used,XL,Atlanta,"6 Fictional St, Company 5 City, State 06",3.39,14241.39
29/01/23,Company 8,2547,Footwear,Boots,Brand A,Worn,7,NY,"9 Fictional St, Company 8 City, State 09",48.57,123707.79
29/01/23,Everything Else,3528,Footwear,Sneakers,Brand A,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",68.88,243008.64
29/01/23,Company 3,1289,Apparel,Shirts,Brand A,New,XL,Atlanta,"4 Fictional St, Company 3 City, State 04",53.82,69373.98
30/01/23,Company 3,1216,Footwear,Sneakers,Brand B,Gently Used,8,Atlanta,"4 Fictional St, Company 3 City, State 04",169.32,205893.12
30/01/23,Everything Else,1404,Footwear,Boots,Generic,Gently Used,8,Chicago,"1 Fictional St, Everything Else City, State 01",0.08,112.32
30/01/23,Company 8,2229,Footwear,Boots,Generic,Gently Used,12,Atlanta,"9 Fictional St, Company 8 City, State 09",0.08,178.32
30/01/23,Company 4,2255,Apparel,Coats,Brand B,Gently Used,XXL,Nashville,"5 Fictional St, Company 4 City, State 05",7.05,15897.75
30/01/23,Company 4,2450,Footwear,Boots,Generic,Gently Used,11,LA,"5 Fictional St, Company 4 City, State 05",0.21,514.5
30/01/23,Everything Else,2710,Footwear,Boots,Brand B,New,5,NY,"1 Fictional St, Everything Else City, State 01",6.7,18157
30/01/23,Company 9,4373,Footwear,Boots,Generic,New,9,Nashville,"10 Fictional St, Company 9 City, State 10",6.45,28205.85
30/01/23,Company 3,3789,Footwear,Sneakers,Brand B,Gently Used,6,Nashville,"4 Fictional St, Company 3 City, State 04",7.49,28379.61
30/01/23,Everything Else,2907,Footwear,Sneakers,Brand A,Gently Used,11,Nashville,"1 Fictional St, Everything Else City, State 01",0.92,2674.44
30/01/23,Company 14,2303,Footwear,Sneakers,Brand A,Worn,9,Chicago,"15 Fictional St, Company 14 City, State 15",1414.89,3258491.67
30/01/23,Company 3,3285,Footwear,Sneakers,Brand A,Gently Used,5,NY,"4 Fictional St, Company 3 City, State 04",3.77,12384.45
30/01/23,Company 3,2681,Footwear,Sneakers,Brand C,Gently Used,7,NY,"4 Fictional St, Company 3 City, State 04",99.2,265955.2
30/01/23,Company 4,3552,Footwear,Sneakers,Generic,Gently Used,11,NY,"5 Fictional St, Company 4 City, State 05",191.29,679462.08
31/01/23,Everything Else,2429,Footwear,Sneakers,Brand A,Worn,5,LA,"1 Fictional St, Everything Else City, State 01",46.73,113507.17
31/01/23,Company 8,1409,Apparel,Coats,Brand B,Gently Used,L,Chicago,"9 Fictional St, Company 8 City, State 09",14603.31,20576063.79
31/01/23,Company 3,3474,Footwear,Boots,Brand B,Gently Used,5,LA,"4 Fictional St, Company 3 City, State 04",22.74,78998.76
31/01/23,Everything Else,2891,Footwear,Sneakers,Brand B,Gently Used,7,LA,"1 Fictional St, Everything Else City, State 01",23.02,66550.82
31/01/23,Company 7,3021,Apparel,Shirts,Brand A,Gently Used,M,NY,"8 Fictional St, Company 7 City, State 08",103.67,313187.07
31/01/23,Everything Else,4702,Footwear,Sneakers,Brand B,Gently Used,12,LA,"1 Fictional St, Everything Else City, State 01",27.4,128834.8
31/01/23,Company 3,3504,Apparel,Shirts,Brand B,Gently Used,S,Chicago,"4 Fictional St, Company 3 City, State 04",2.4,8409.6
01/02/23,Everything Else,1966,Apparel,Coats,Brand A,Gently Used,XXL,Nashville,"1 Fictional St, Everything Else City, State 01",2.74,5386.84
01/02/23,Company 4,3055,Footwear,Sneakers,Brand A,Worn,7,NY,"5 Fictional St, Company 4 City, State 05",3.28,10020.4
01/02/23,Everything Else,2666,Footwear,Boots,Brand A,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",0.01,26.66
01/02/23,Company 8,3626,Apparel,Coats,Brand A,Gently Used,M,NY,"9 Fictional St, Company 8 City, State 09",6.28,22771.28
01/02/23,Everything Else,4799,Footwear,Sneakers,Brand B,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",1.39,6670.61
01/02/23,Everything Else,3694,Footwear,Sneakers,Brand C,Worn,9,Nashville,"1 Fictional St, Everything Else City, State 01",12.02,44401.88
01/02/23,Everything Else,3368,Apparel,Coats,Brand B,Gently Used,L,Atlanta,"1 Fictional St, Everything Else City, State 01",74.92,252330.56
01/02/23,Company 3,5014,Footwear,Sneakers,Brand B,Gently Used,12,Chicago,"4 Fictional St, Company 3 City, State 04",1489.35,7467600.9
01/02/23,Company 3,6692,Apparel,Shirts,Brand C,Gently Used,XL,Nashville,"4 Fictional St, Company 3 City, State 04",24.21,162013.32
01/02/23,Company 3,2093,Apparel,Shirts,Generic,Gently Used,S,Nashville,"4 Fictional St, Company 3 City, State 04",39.98,83678.14
01/02/23,Company 4,3742,Apparel,Coats,Brand B,Gently Used,S,Nashville,"5 Fictional St, Company 4 City, State 05",334.46,1251549.32
01/02/23,Company 11,1946,Footwear,Boots,Brand B,New,10,LA,"12 Fictional St, Company 11 City, State 12",16.44,31992.24
01/02/23,Company 5,2090,Apparel,Coats,Brand B,Gently Used,L,Nashville,"6 Fictional St, Company 5 City, State 06",78.96,165026.4
01/02/23,Everything Else,1133,Footwear,Boots,Brand B,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",51.51,58360.83
02/02/23,Company 8,1846,Footwear,Sneakers,Brand B,Gently Used,8,LA,"9 Fictional St, Company 8 City, State 09",436.17,805169.82
02/02/23,Everything Else,2920,Apparel,Shirts,Brand A,Gently Used,L,Nashville,"1 Fictional St, Everything Else City, State 01",0.12,350.4
02/02/23,Everything Else,2623,Footwear,Boots,Brand A,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",0.2,524.6
02/02/23,Everything Else,4306,Footwear,Boots,Brand B,New,9,Chicago,"1 Fictional St, Everything Else City, State 01",0.99,4262.94
02/02/23,Everything Else,2585,Apparel,Shirts,Brand C,Worn,L,NY,"1 Fictional St, Everything Else City, State 01",0.35,904.75
02/02/23,Company 3,2814,Apparel,Shirts,Brand A,Gently Used,XXL,Chicago,"4 Fictional St, Company 3 City, State 04",83.45,234828.3
02/02/23,Everything Else,3283,Footwear,Sneakers,Brand C,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",28.04,92055.32
02/02/23,Company 4,5779,Footwear,Sneakers,Brand B,Worn,6,Chicago,"5 Fictional St, Company 4 City, State 05",0.89,5143.31
02/02/23,Everything Else,5519,Apparel,Shirts,Brand C,Gently Used,L,NY,"1 Fictional St, Everything Else City, State 01",0.83,4580.77
02/02/23,Everything Else,4031,Footwear,Sneakers,Brand B,New,6,Nashville,"1 Fictional St, Everything Else City, State 01",5.88,23702.28
02/02/23,Everything Else,1509,Footwear,Boots,Brand B,New,12,Nashville,"1 Fictional St, Everything Else City, State 01",1.87,2821.83
02/02/23,Company 3,4339,Apparel,Shirts,Brand B,Gently Used,L,Chicago,"4 Fictional St, Company 3 City, State 04",3.77,16358.03
03/02/23,Everything Else,1777,Apparel,Coats,Brand B,Gently Used,M,LA,"1 Fictional St, Everything Else City, State 01",2.8,4975.6
03/02/23,Company 4,4271,Apparel,Coats,Brand A,Gently Used,S,Atlanta,"5 Fictional St, Company 4 City, State 05",74.93,320026.03
03/02/23,Everything Else,3589,Footwear,Sneakers,Brand C,Gently Used,8,Atlanta,"1 Fictional St, Everything Else City, State 01",0.09,323.01
03/02/23,Everything Else,3741,Apparel,Coats,Brand A,Gently Used,S,NY,"1 Fictional St, Everything Else City, State 01",1.56,5835.96
03/02/23,Company 3,2230,Footwear,Boots,Brand B,Gently Used,9,Chicago,"4 Fictional St, Company 3 City, State 04",11.33,25265.9
03/02/23,Company 8,2195,Apparel,Shirts,Brand C,Gently Used,L,Atlanta,"9 Fictional St, Company 8 City, State 09",19.46,42714.7
03/02/23,Company 2,705,Footwear,Sneakers,Brand A,Gently Used,6,NY,"3 Fictional St, Company 2 City, State 03",0.42,296.1
03/02/23,Everything Else,1074,Footwear,Sneakers,Generic,New,6,Atlanta,"1 Fictional St, Everything Else City, State 01",0.43,461.82
03/02/23,Company 4,2295,Footwear,Sneakers,Generic,Worn,5,LA,"5 Fictional St, Company 4 City, State 05",0.33,757.35
03/02/23,Company 11,3076,Apparel,Shirts,Brand B,Gently Used,XXL,Nashville,"12 Fictional St, Company 11 City, State 12",33.76,103845.76
04/02/23,Company 8,2223,Footwear,Sneakers,Generic,Gently Used,6,Nashville,"9 Fictional St, Company 8 City, State 09",123.89,275407.47
04/02/23,Everything Else,1449,Footwear,Sneakers,Generic,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",1.11,1608.39
04/02/23,Everything Else,3592,Footwear,Boots,Brand B,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",1.43,5136.56
04/02/23,Everything Else,3183,Apparel,Coats,Brand A,Worn,L,Nashville,"1 Fictional St, Everything Else City, State 01",339.28,1079928.24
04/02/23,Everything Else,5702,Apparel,Coats,Brand C,Gently Used,S,Chicago,"1 Fictional St, Everything Else City, State 01",19.75,112614.5
04/02/23,Everything Else,1943,Footwear,Sneakers,Brand C,New,6,NY,"1 Fictional St, Everything Else City, State 01",0.09,174.87
04/02/23,Everything Else,5021,Footwear,Sneakers,Brand C,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",140.28,704345.88
04/02/23,Company 8,4697,Footwear,Boots,Generic,Gently Used,7,Nashville,"9 Fictional St, Company 8 City, State 09",586.04,2752629.88
04/02/23,Everything Else,4247,Footwear,Boots,Brand B,Gently Used,6,Nashville,"1 Fictional St, Everything Else City, State 01",2.92,12401.24
04/02/23,Company 8,7301,Footwear,Sneakers,Brand C,Gently Used,7,Chicago,"9 Fictional St, Company 8 City, State 09",3.09,22560.09
04/02/23,Everything Else,1266,Footwear,Sneakers,Brand A,New,12,Atlanta,"1 Fictional St, Everything Else City, State 01",5634.2,7132897.2
05/02/23,Everything Else,1500,Footwear,Boots,Brand B,New,12,Nashville,"1 Fictional St, Everything Else City, State 01",16.04,24060
05/02/23,Everything Else,3322,Apparel,Coats,Brand A,Gently Used,L,NY,"1 Fictional St, Everything Else City, State 01",324.64,1078454.08
05/02/23,Company 11,2978,Footwear,Boots,Brand A,Gently Used,11,LA,"12 Fictional St, Company 11 City, State 12",13.64,40619.92
05/02/23,Everything Else,1648,Footwear,Boots,Brand B,Gently Used,8,LA,"1 Fictional St, Everything Else City, State 01",36.2,59657.6
05/02/23,Company 3,2720,Apparel,Coats,Brand A,New,S,LA,"4 Fictional St, Company 3 City, State 04",0.03,81.6
05/02/23,Company 11,4042,Footwear,Sneakers,Generic,Gently Used,8,NY,"12 Fictional St, Company 11 City, State 12",23.28,94097.76
05/02/23,Company 10,2008,Apparel,Shirts,Brand A,Gently Used,XL,Nashville,"11 Fictional St, Company 10 City, State 11",0.3,602.4
05/02/23,Company 14,1807,Footwear,Sneakers,Brand A,New,8,NY,"15 Fictional St, Company 14 City, State 15",666.8,1204907.6
05/02/23,Company 5,1843,Footwear,Sneakers,Brand B,Gently Used,7,LA,"6 Fictional St, Company 5 City, State 06",45.58,84003.94
05/02/23,Everything Else,2090,Footwear,Sneakers,Brand C,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",0.74,1546.6
05/02/23,Everything Else,2485,Apparel,Coats,Brand C,Gently Used,XXL,Chicago,"1 Fictional St, Everything Else City, State 01",40.59,100866.15
05/02/23,Company 15,3040,Footwear,Boots,Brand A,Gently Used,12,Nashville,"16 Fictional St, Company 15 City, State 16",1.42,4316.8
06/02/23,Company 3,6183,Footwear,Sneakers,Brand B,Gently Used,6,Nashville,"4 Fictional St, Company 3 City, State 04",177.84,1099584.72
06/02/23,Everything Else,3927,Footwear,Sneakers,Brand C,Gently Used,12,Chicago,"1 Fictional St, Everything Else City, State 01",5.14,20184.78
06/02/23,Company 7,2934,Apparel,Shirts,Brand C,Worn,S,Nashville,"8 Fictional St, Company 7 City, State 08",4.94,14493.96
06/02/23,Company 1,1249,Footwear,Sneakers,Brand B,Gently Used,12,Chicago,"2 Fictional St, Company 1 City, State 02",4099.17,5119863.33
06/02/23,Company 3,2121,Footwear,Sneakers,Brand B,Gently Used,11,NY,"4 Fictional St, Company 3 City, State 04",109.67,232610.07
06/02/23,Everything Else,698,Apparel,Shirts,Brand A,Gently Used,XL,Nashville,"1 Fictional St, Everything Else City, State 01",22.01,15362.98
06/02/23,Everything Else,5294,Apparel,Coats,Brand A,Gently Used,L,Nashville,"1 Fictional St, Everything Else City, State 01",1526.86,8083196.84
06/02/23,Everything Else,1253,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,"1 Fictional St, Everything Else City, State 01",953.55,1194798.15
06/02/23,Everything Else,2503,Footwear,Sneakers,Brand B,Gently Used,11,NY,"1 Fictional St, Everything Else City, State 01",0.01,25.03
06/02/23,Everything Else,6211,Footwear,Sneakers,Brand A,Gently Used,7,NY,"1 Fictional St, Everything Else City, State 01",15.06,93537.66
07/02/23,Company 4,4623,Footwear,Boots,Brand B,Gently Used,10,Chicago,"5 Fictional St, Company 4 City, State 05",107.9,498821.7
07/02/23,Company 8,1966,Apparel,Coats,Generic,Gently Used,L,Atlanta,"9 Fictional St, Company 8 City, State 09",402.44,791197.04
07/02/23,Everything Else,2820,Footwear,Boots,Generic,Gently Used,11,Atlanta,"1 Fictional St, Everything Else City, State 01",338.19,953695.8
07/02/23,Everything Else,3092,Footwear,Boots,Brand A,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",0.1,309.2
07/02/23,Company 3,1847,Footwear,Sneakers,Brand A,New,6,Nashville,"4 Fictional St, Company 3 City, State 04",5.52,10195.44
07/02/23,Company 11,1733,Apparel,Shirts,Brand A,Gently Used,S,Chicago,"12 Fictional St, Company 11 City, State 12",335.6,581594.8
07/02/23,Everything Else,3613,Footwear,Boots,Brand B,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",216.9,783659.7
07/02/23,Everything Else,1698,Footwear,Sneakers,Brand A,New,5,Atlanta,"1 Fictional St, Everything Else City, State 01",110.87,188257.26
07/02/23,Company 8,3146,Footwear,Boots,Brand B,Gently Used,9,Atlanta,"9 Fictional St, Company 8 City, State 09",0.15,471.9
07/02/23,Everything Else,2382,Apparel,Coats,Brand C,Gently Used,S,Nashville,"1 Fictional St, Everything Else City, State 01",794.47,1892427.54
07/02/23,Company 8,1791,Footwear,Sneakers,Brand C,Gently Used,10,Nashville,"9 Fictional St, Company 8 City, State 09",9.28,16620.48
07/02/23,Company 12,1774,Apparel,Coats,Brand B,Gently Used,XL,Atlanta,"13 Fictional St, Company 12 City, State 13",1254.46,2225412.04
07/02/23,Everything Else,768,Footwear,Sneakers,Brand B,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",37.18,28554.24
07/02/23,Everything Else,1941,Footwear,Sneakers,Brand A,New,11,NY,"1 Fictional St, Everything Else City, State 01",1.33,2581.53
07/02/23,Company 15,4062,Footwear,Boots,Generic,Worn,7,Nashville,"16 Fictional St, Company 15 City, State 16",5.94,24128.28
08/02/23,Company 14,1104,Apparel,Coats,Generic,Gently Used,L,LA,"15 Fictional St, Company 14 City, State 15",90.11,99481.44
08/02/23,Company 14,4363,Apparel,Shirts,Brand B,Gently Used,XL,NY,"15 Fictional St, Company 14 City, State 15",7.98,34816.74
08/02/23,Company 5,1585,Footwear,Boots,Brand C,Gently Used,9,NY,"6 Fictional St, Company 5 City, State 06",460.89,730510.65
08/02/23,Everything Else,5120,Footwear,Boots,Brand C,Gently Used,6,Atlanta,"1 Fictional St, Everything Else City, State 01",66.42,340070.4
08/02/23,Company 5,5529,Footwear,Sneakers,Generic,Gently Used,7,NY,"6 Fictional St, Company 5 City, State 06",12.67,70052.43
08/02/23,Company 3,2266,Apparel,Coats,Brand B,Gently Used,XXL,LA,"4 Fictional St, Company 3 City, State 04",0.06,135.96
08/02/23,Company 11,1192,Footwear,Sneakers,Generic,Gently Used,5,Nashville,"12 Fictional St, Company 11 City, State 12",32.13,38298.96
08/02/23,Everything Else,2158,Footwear,Boots,Brand A,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",1.5,3237
08/02/23,Company 3,1816,Footwear,Sneakers,Brand A,Gently Used,9,NY,"4 Fictional St, Company 3 City, State 04",97.56,177168.96
08/02/23,Everything Else,4096,Footwear,Sneakers,Brand C,New,10,Atlanta,"1 Fictional St, Everything Else City, State 01",0.17,696.32
08/02/23,Company 11,6003,Apparel,Shirts,Brand B,Gently Used,XXL,Atlanta,"12 Fictional St, Company 11 City, State 12",275.65,1654726.95
08/02/23,Everything Else,1612,Footwear,Sneakers,Brand A,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",207.04,333748.48
08/02/23,Company 2,5095,Footwear,Sneakers,Brand B,Gently Used,8,LA,"3 Fictional St, Company 2 City, State 03",18559.3,94559633.5
08/02/23,Everything Else,2631,Footwear,Sneakers,Brand A,Gently Used,7,NY,"1 Fictional St, Everything Else City, State 01",0.01,26.31
08/02/23,Company 3,3133,Footwear,Sneakers,Brand A,Gently Used,8,Chicago,"4 Fictional St, Company 3 City, State 04",23.05,72215.65
08/02/23,Everything Else,4681,Footwear,Sneakers,Brand B,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",0.04,187.24
08/02/23,Everything Else,3604,Footwear,Sneakers,Brand A,Worn,10,Chicago,"1 Fictional St, Everything Else City, State 01",58.69,211518.76
08/02/23,Company 14,3760,Footwear,Sneakers,Brand C,Gently Used,7,Nashville,"15 Fictional St, Company 14 City, State 15",2783.73,10466824.8
08/02/23,Company 4,1850,Footwear,Boots,Brand B,Worn,7,Nashville,"5 Fictional St, Company 4 City, State 05",40.57,75054.5
08/02/23,Company 3,1513,Footwear,Sneakers,Brand C,Gently Used,12,Atlanta,"4 Fictional St, Company 3 City, State 04",117.23,177368.99
08/02/23,Company 11,3050,Footwear,Boots,Brand C,New,6,NY,"12 Fictional St, Company 11 City, State 12",21.52,65636
08/02/23,Everything Else,884,Footwear,Boots,Generic,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",200.49,177233.16
08/02/23,Company 11,4308,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,"12 Fictional St, Company 11 City, State 12",2366.21,10193632.68
08/02/23,Company 9,2466,Footwear,Boots,Generic,Gently Used,5,NY,"10 Fictional St, Company 9 City, State 10",15.73,38790.18
09/02/23,Company 14,2628,Footwear,Sneakers,Brand A,Gently Used,12,Atlanta,"15 Fictional St, Company 14 City, State 15",9.12,23967.36
09/02/23,Company 9,2419,Footwear,Sneakers,Brand C,Gently Used,11,NY,"10 Fictional St, Company 9 City, State 10",14.88,35994.72
09/02/23,Company 4,3081,Footwear,Sneakers,Brand A,Gently Used,10,LA,"5 Fictional St, Company 4 City, State 05",43.4,133715.4
09/02/23,Everything Else,3967,Apparel,Shirts,Brand A,New,L,LA,"1 Fictional St, Everything Else City, State 01",100.6,399080.2
09/02/23,Everything Else,5630,Apparel,Shirts,Brand B,Gently Used,XXL,NY,"1 Fictional St, Everything Else City, State 01",72.59,408681.7
09/02/23,Company 3,1669,Footwear,Boots,Generic,Gently Used,10,Chicago,"4 Fictional St, Company 3 City, State 04",184.94,308664.86
09/02/23,Everything Else,2555,Footwear,Sneakers,Generic,Gently Used,8,Chicago,"1 Fictional St, Everything Else City, State 01",17.8,45479
09/02/23,Company 5,5641,Footwear,Sneakers,Brand A,Gently Used,9,Chicago,"6 Fictional St, Company 5 City, State 06",2.53,14271.73
10/02/23,Company 14,1233,Footwear,Sneakers,Generic,Gently Used,10,Chicago,"15 Fictional St, Company 14 City, State 15",23.67,29185.11
10/02/23,Company 4,1541,Footwear,Sneakers,Brand B,Worn,12,NY,"5 Fictional St, Company 4 City, State 05",94.85,146163.85
10/02/23,Company 15,2527,Footwear,Boots,Brand B,Gently Used,11,Atlanta,"16 Fictional St, Company 15 City, State 16",2.29,5786.83
10/02/23,Everything Else,2025,Footwear,Sneakers,Generic,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",5.96,12069
10/02/23,Company 15,2016,Footwear,Sneakers,Brand C,Gently Used,10,Chicago,"16 Fictional St, Company 15 City, State 16",17.88,36046.08
10/02/23,Company 13,5715,Footwear,Sneakers,Generic,Gently Used,12,NY,"14 Fictional St, Company 13 City, State 14",0.95,5429.25
10/02/23,Everything Else,7572,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",17.04,129026.88
10/02/23,Company 14,2463,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,"15 Fictional St, Company 14 City, State 15",2,4926
10/02/23,Company 4,2684,Footwear,Sneakers,Generic,Gently Used,12,LA,"5 Fictional St, Company 4 City, State 05",11.59,31107.56
10/02/23,Company 2,2046,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,"3 Fictional St, Company 2 City, State 03",126.3,258409.8
10/02/23,Everything Else,2947,Footwear,Sneakers,Brand B,Gently Used,12,Atlanta,"1 Fictional St, Everything Else City, State 01",37.03,109127.41
10/02/23,Company 3,1317,Apparel,Shirts,Brand A,Gently Used,S,Nashville,"4 Fictional St, Company 3 City, State 04",1.57,2067.69
10/02/23,Everything Else,3110,Footwear,Boots,Brand C,Gently Used,7,Atlanta,"1 Fictional St, Everything Else City, State 01",17.9,55669
10/02/23,Company 3,3574,Apparel,Shirts,Brand A,Gently Used,S,LA,"4 Fictional St, Company 3 City, State 04",2.03,7255.22
10/02/23,Everything Else,1771,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",4.96,8784.16
10/02/23,Everything Else,3424,Footwear,Boots,Generic,Worn,7,Nashville,"1 Fictional St, Everything Else City, State 01",2545.89,8717127.36
